Anc	Der	PanelFreq	Num
0	10	0.9	1
0	11	0.2	1
0	11	0.7	1
0	11	0.85	1
0	12	0.4	1
0	12	0.6	1
0	12	0.65	1
0	12	0.9	1
0	13	0.1	1
0	13	0.25	1
0	13	0.65	1
0	13	0.7	1
0	13	0.85	1
0	13	0.9	3
0	13	0.95	1
0	14	0.2	1
0	14	0.25	2
0	14	0.3	1
0	14	0.35	1
0	14	0.4	2
0	14	0.45	1
0	14	0.5	2
0	14	0.55	1
0	14	0.65	1
0	14	0.7	2
0	14	0.75	1
0	14	0.85	4
0	14	0.95	1
0	15	0.1	3
0	15	0.2	1
0	15	0.3	2
0	15	0.4	1
0	15	0.45	2
0	15	0.5	1
0	15	0.55	1
0	15	0.6	1
0	15	0.65	1
0	15	0.7	1
0	15	0.75	4
0	15	0.8	4
0	15	0.85	4
0	15	0.9	3
0	15	0.95	1
0	16	0.05	1
0	16	0.1	1
0	16	0.15	2
0	16	0.2	1
0	16	0.25	1
0	16	0.3	1
0	16	0.35	5
0	16	0.4	5
0	16	0.45	3
0	16	0.5	4
0	16	0.55	6
0	16	0.6	1
0	16	0.65	3
0	16	0.7	7
0	16	0.75	6
0	16	0.8	9
0	16	0.85	5
0	16	0.9	3
0	16	0.95	5
0	17	0.1	3
0	17	0.15	4
0	17	0.2	4
0	17	0.25	6
0	17	0.3	3
0	17	0.35	3
0	17	0.4	5
0	17	0.45	5
0	17	0.5	5
0	17	0.55	3
0	17	0.6	8
0	17	0.65	11
0	17	0.7	7
0	17	0.75	9
0	17	0.8	14
0	17	0.85	15
0	17	0.9	13
0	17	0.95	15
0	18	0.05	3
0	18	0.1	6
0	18	0.15	4
0	18	0.2	3
0	18	0.25	3
0	18	0.3	6
0	18	0.35	6
0	18	0.4	7
0	18	0.45	2
0	18	0.5	9
0	18	0.55	12
0	18	0.6	14
0	18	0.65	17
0	18	0.7	19
0	18	0.75	15
0	18	0.8	21
0	18	0.85	15
0	18	0.9	24
0	18	0.95	22
0	19	0.1	3
0	19	0.15	2
0	19	0.2	5
0	19	0.25	7
0	19	0.3	4
0	19	0.35	5
0	19	0.4	11
0	19	0.45	5
0	19	0.5	14
0	19	0.55	12
0	19	0.6	20
0	19	0.65	13
0	19	0.7	18
0	19	0.75	16
0	19	0.8	31
0	19	0.85	25
0	19	0.9	32
0	19	0.95	23
0	20	0.05	7
0	20	0.1	4
0	20	0.15	8
0	20	0.2	11
0	20	0.25	9
0	20	0.3	10
0	20	0.35	16
0	20	0.4	10
0	20	0.45	14
0	20	0.5	16
0	20	0.55	21
0	20	0.6	29
0	20	0.65	32
0	20	0.7	30
0	20	0.75	31
0	20	0.8	36
0	20	0.85	37
0	20	0.9	37
0	20	0.95	35
0	21	0.05	4
0	21	0.1	6
0	21	0.15	6
0	21	0.2	9
0	21	0.25	24
0	21	0.3	14
0	21	0.35	20
0	21	0.4	21
0	21	0.45	21
0	21	0.5	31
0	21	0.55	33
0	21	0.6	18
0	21	0.65	45
0	21	0.7	55
0	21	0.75	44
0	21	0.8	63
0	21	0.85	59
0	21	0.9	64
0	21	0.95	66
0	22	0.05	9
0	22	0.1	12
0	22	0.15	15
0	22	0.2	14
0	22	0.25	14
0	22	0.3	20
0	22	0.35	28
0	22	0.4	21
0	22	0.45	32
0	22	0.5	43
0	22	0.55	43
0	22	0.6	39
0	22	0.65	50
0	22	0.7	60
0	22	0.75	61
0	22	0.8	75
0	22	0.85	76
0	22	0.9	78
0	22	0.95	76
0	23	0.05	13
0	23	0.1	12
0	23	0.15	13
0	23	0.2	27
0	23	0.25	20
0	23	0.3	24
0	23	0.35	20
0	23	0.4	35
0	23	0.45	34
0	23	0.5	46
0	23	0.55	55
0	23	0.6	62
0	23	0.65	65
0	23	0.7	62
0	23	0.75	92
0	23	0.8	96
0	23	0.85	85
0	23	0.9	101
0	23	0.95	103
0	24	0.05	15
0	24	0.1	17
0	24	0.15	14
0	24	0.2	28
0	24	0.25	15
0	24	0.3	33
0	24	0.35	35
0	24	0.4	39
0	24	0.45	50
0	24	0.5	52
0	24	0.55	53
0	24	0.6	75
0	24	0.65	96
0	24	0.7	96
0	24	0.75	103
0	24	0.8	105
0	24	0.85	121
0	24	0.9	143
0	24	0.95	134
